"No.","Time","Source","Destination","Protocol","Length","Info"
"105383","5694.907276398","2404:6800:4007:810::2002","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"105384","5694.907276447","2404:6800:4007:810::2002","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"105385","5694.907276499","2404:6800:4007:810::2002","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"105386","5694.907276559","2404:6800:4007:810::2002","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"105387","5694.907318134","2404:6800:4007:810::2002","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"105388","5694.907318221","2404:6800:4007:810::2002","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","491","Protected Payload (KP0)"
"105389","5694.907318299","2404:6800:4007:810::2002","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","132","Protected Payload (KP0)"
"105390","5694.907703736","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:810::2002","QUIC","101","Protected Payload (KP0), DCID=df30d354874ed2f2"
"105391","5694.907891909","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:810::2002","QUIC","94","Protected Payload (KP0), DCID=df30d354874ed2f2"
"105392","5694.929993134","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:810::2002","QUIC","195","Protected Payload (KP0), DCID=e9f4f088d1d53f8a"
"105393","5694.964980661","2404:6800:4007:810::2002","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","88","Protected Payload (KP0)"
"105394","5694.989522237","2404:6800:4007:810::2002","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","93","Protected Payload (KP0)"
"105395","5694.996940970","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:810::2002","QUIC","95","Protected Payload (KP0), DCID=e9f4f088d1d53f8a"
"105396","5695.014270832","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:825::2001","QUIC","161","Protected Payload (KP0), DCID=ff9831469cf4d680"
"105397","5695.015782402","2404:6800:4007:810::2002","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","141","Protected Payload (KP0)"
"105398","5695.015782540","2404:6800:4007:810::2002","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","84","Protected Payload (KP0)"
"105399","5695.015961389","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:810::2002","QUIC","101","Protected Payload (KP0), DCID=e9f4f088d1d53f8a"
"105400","5695.022510523","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:810::2002","QUIC","95","Protected Payload (KP0), DCID=e9f4f088d1d53f8a"
"105401","5695.024600469","2a00:1450:4017:80a::2003","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","86","Protected Payload (KP0)"
"105402","5695.066486729","2404:6800:4007:825::2001","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","138","Protected Payload (KP0)"
"105403","5695.066486965","2404:6800:4007:825::2001","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","84","Protected Payload (KP0)"
"105404","5695.066942527","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:825::2001","QUIC","101","Protected Payload (KP0), DCID=ff9831469cf4d680"
"105405","5695.069415560","2404:6800:4007:810::2002","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","87","Protected Payload (KP0)"
"105406","5695.073236432","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:825::2001","QUIC","95","Protected Payload (KP0), DCID=ff9831469cf4d680"
"105407","5695.110643206","2404:6800:4007:825::2001","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","86","Protected Payload (KP0)"
"105408","5695.632652566","192.168.239.25","35.186.224.47","TLSv1.2","101","Application Data"
"105409","5695.675344535","35.186.224.47","192.168.239.25","TCP","66","443  >  52236 [ACK] Seq=15471 Ack=7366 Win=68352 Len=0 TSval=2885718026 TSecr=2503096653"
"105410","5695.750364915","35.186.224.47","192.168.239.25","TLSv1.2","97","Application Data"
"105411","5695.750405839","192.168.239.25","35.186.224.47","TCP","66","52236  >  443 [ACK] Seq=7366 Ack=15502 Win=64128 Len=0 TSval=2503096771 TSecr=2885718102"
"105412","5696.065321681","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:810::2002","QUIC","1092","Protected Payload (KP0), DCID=e9f4f088d1d53f8a"
"105413","5696.166663377","2404:6800:4007:810::2002","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","93","Protected Payload (KP0)"
"105414","5696.173211796","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:810::2002","QUIC","95","Protected Payload (KP0), DCID=e9f4f088d1d53f8a"
"105415","5696.200692015","2404:6800:4007:810::2002","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","141","Protected Payload (KP0)"
"105416","5696.200692360","2404:6800:4007:810::2002","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","84","Protected Payload (KP0)"
"105417","5696.201017714","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:810::2002","QUIC","101","Protected Payload (KP0), DCID=e9f4f088d1d53f8a"
"105418","5696.208272304","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:810::2002","QUIC","95","Protected Payload (KP0), DCID=e9f4f088d1d53f8a"
"105419","5696.237125996","2404:6800:4007:810::2002","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","86","Protected Payload (KP0)"
"105420","5697.319522299","2404:6800:4007:812::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","100","443  >  40634 Len=38"
"105421","5697.319522632","2404:6800:4007:812::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","98","443  >  40634 Len=36"
"105422","5697.319522677","2404:6800:4007:812::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","155","443  >  40634 Len=93"
"105423","5697.326756144","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:812::200a","UDP","344","40634  >  443 Len=282"
"105424","5697.363587442","2404:6800:4007:812::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","93","443  >  40634 Len=31"
"105425","5697.377206135","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:812::200a","UDP","95","40634  >  443 Len=33"
"105426","5697.933840011","2404:6800:4007:812::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","174","443  >  40634 Len=112"
"105427","5697.934218727","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:812::200a","UDP","100","40634  >  443 Len=38"
"105428","5698.001519145","2404:6800:4007:812::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","174","443  >  40634 Len=112"
"105429","5698.001824823","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:812::200a","UDP","96","40634  >  443 Len=34"
"105430","5698.020098048","2404:6800:4007:812::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","88","443  >  40634 Len=26"
"105431","5699.167451169","2606:4700:9c61:a18:c63b:485:72a1:ef17","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.3","140","Application Data"
"105432","5699.168469280","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2606:4700:9c61:a18:c63b:485:72a1:ef17","TLSv1.3","144","Application Data"
"105433","5699.241197456","2606:4700:9c61:a18:c63b:485:72a1:ef17","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  47822 [ACK] Seq=12858 Ack=15623 Win=57344 Len=0 TSval=2703004560 TSecr=2447163000"
"105434","5699.890020467","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:e52::","TLSv1.3","129","Application Data"
"105435","5700.083786715","2600:1901:1:e52::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  44222 [ACK] Seq=9858 Ack=7176 Win=68608 Len=0 TSval=489041819 TSecr=289926070"
"105436","5700.105039335","2600:1901:1:e52::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.3","126","Application Data"
"105437","5700.105069228","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:e52::","TCP","86","44222  >  443 [ACK] Seq=7176 Ack=9898 Win=64256 Len=0 TSval=289926285 TSecr=489041898"
"105438","5701.522511559","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:825::2001","TCP","86","[TCP Keep-Alive] 34634  >  443 [ACK] Seq=1676 Ack=14976 Win=64256 Len=0 TSval=1165203249 TSecr=162831736"
"105439","5701.598905344","2404:6800:4007:825::2001","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","[TCP Keep-Alive ACK] 443  >  34634 [ACK] Seq=14976 Ack=1677 Win=67840 Len=0 TSval=162877341 TSecr=1165112575"
"105440","5703.032333462","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","1288","Protected Payload (KP0), DCID=e14583f2608a2e4d"
"105441","5703.032396725","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","1292","Protected Payload (KP0), DCID=e14583f2608a2e4d"
"105442","5703.032409968","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","758","Protected Payload (KP0), DCID=e14583f2608a2e4d"
"105443","5703.235937219","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","1288","Protected Payload (KP0), DCID=e14583f2608a2e4d"
"105444","5703.238052546","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","89","Protected Payload (KP0)"
"105445","5703.261129610","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","86","Protected Payload (KP0)"
"105446","5703.263703726","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","94","Protected Payload (KP0), DCID=e14583f2608a2e4d"
"105447","5703.294716868","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","87","Protected Payload (KP0)"
"105448","5703.565593628","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","221","Protected Payload (KP0)"
"105449","5703.565593982","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","169","Protected Payload (KP0)"
"105450","5703.566008732","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","97","Protected Payload (KP0), DCID=e14583f2608a2e4d"
"105451","5703.566092806","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","95","Protected Payload (KP0), DCID=e14583f2608a2e4d"
"105452","5703.629655440","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","86","Protected Payload (KP0)"
"105453","5704.487121450","2404:6800:4007:812::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","126","443  >  40634 Len=64"
"105454","5704.487121681","2404:6800:4007:812::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","98","443  >  40634 Len=36"
"105455","5704.487121736","2404:6800:4007:812::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","138","443  >  40634 Len=76"
"105456","5704.487448751","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:812::200a","UDP","96","40634  >  443 Len=34"
"105457","5704.487514475","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:812::200a","UDP","96","40634  >  443 Len=34"
"105458","5704.494193421","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:812::200a","UDP","344","40634  >  443 Len=282"
"105459","5704.633427342","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:812::200a","UDP","335","40634  >  443 Len=273"
"105460","5704.637313214","2404:6800:4007:812::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","93","443  >  40634 Len=31"
"105461","5704.648963970","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:812::200a","UDP","95","40634  >  443 Len=33"
"105462","5704.696121089","2404:6800:4007:812::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","89","443  >  40634 Len=27"
"105463","5705.101476992","2404:6800:4007:812::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","175","443  >  40634 Len=113"
"105464","5705.101862152","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:812::200a","UDP","100","40634  >  443 Len=38"
"105465","5705.171249977","2404:6800:4007:812::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","88","443  >  40634 Len=26"
"105466","5705.390801266","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2409:40f4:100b:c1b6::42","DNS","110","Standard query 0xad22 A vscode-sync.trafficmanager.net"
"105467","5705.390947303","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2409:40f4:100b:c1b6::42","DNS","110","Standard query 0x4b57 AAAA vscode-sync.trafficmanager.net"
"105468","5705.615298602","2409:40f4:100b:c1b6::42","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","DNS","295","Standard query response 0xad22 A vscode-sync.trafficmanager.net CNAME vscode-sync-ase-01.azurewebsites.net CNAME waws-prod-sg1-051.sip.azurewebsites.windows.net CNAME waws-prod-sg1-051.southeastasia.cloudapp.azure.com A 13.67.9.5"
"105469","5705.615310678","2409:40f4:100b:c1b6::42","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","DNS","307","Standard query response 0x4b57 AAAA vscode-sync.trafficmanager.net CNAME vscode-sync-ase-01.azurewebsites.net CNAME waws-prod-sg1-051.sip.azurewebsites.windows.net CNAME waws-prod-sg1-051.southeastasia.cloudapp.azure.com AAAA 64:ff9b::d43:905"
"105470","5705.616580243","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::d43:905","TCP","94","40272  >  443 [SYN] Seq=0 Win=64320 Len=0 MSS=1340 SACK_PERM=1 TSval=817482716 TSecr=0 WS=128"
"105471","5705.634520608","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","TCP","86","[TCP Keep-Alive] 38522  >  443 [ACK] Seq=13877 Ack=7838 Win=64256 Len=0 TSval=1574384082 TSecr=2849031266"
"105472","5705.641039105","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::d43:905","TCP","94","40274  >  443 [SYN] Seq=0 Win=64320 Len=0 MSS=1340 SACK_PERM=1 TSval=817482740 TSecr=0 WS=128"
"105473","5705.686050902","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","[TCP Keep-Alive ACK] 443  >  38522 [ACK] Seq=7838 Ack=13878 Win=125952 Len=0 TSval=2849076327 TSecr=1574247354"
"105474","5705.716294893","64:ff9b::d43:905","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","94","443  >  40272 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1300 WS=256 SACK_PERM=1 TSval=247630510 TSecr=817482716"
"105475","5705.716295947","64:ff9b::d43:905","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","94","443  >  40274 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1300 WS=256 SACK_PERM=1 TSval=252428152 TSecr=817482740"
"105476","5705.716347243","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::d43:905","TCP","86","40274  >  443 [ACK] Seq=1 Ack=1 Win=64384 Len=0 TSval=817482816 TSecr=252428152"
"105477","5705.716364317","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::d43:905","TCP","86","40272  >  443 [ACK] Seq=1 Ack=1 Win=64384 Len=0 TSval=817482816 TSecr=247630510"
"105478","5705.716809318","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::d43:905","TLSv1.2","603","Client Hello"
"105479","5705.717067883","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::d43:905","TLSv1.2","603","Client Hello"
"105480","5705.920884878","64:ff9b::d43:905","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","6054","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"105481","5705.920885866","64:ff9b::d43:905","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","6054","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"105482","5705.920935219","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::d43:905","TCP","86","40274  >  443 [ACK] Seq=518 Ack=5969 Win=58496 Len=0 TSval=817483020 TSecr=252428298"
"105483","5705.920954540","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::d43:905","TCP","86","40272  >  443 [ACK] Seq=518 Ack=5969 Win=58496 Len=0 TSval=817483020 TSecr=247630664"
"105484","5705.924679339","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::d43:905","TLSv1.2","244","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"105485","5705.927155584","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::d43:905","TLSv1.2","244","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"105486","5705.927227312","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::d43:905","TLSv1.2","933","Application Data"
"105487","5705.999804736","64:ff9b::d43:905","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","137","Change Cipher Spec, Encrypted Handshake Message"
"105488","5706.006091020","64:ff9b::d43:905","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","137","Change Cipher Spec, Encrypted Handshake Message"
"105489","5706.015045157","64:ff9b::d43:905","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  40274 [ACK] Seq=6020 Ack=1523 Win=4194304 Len=0 TSval=252428452 TSecr=817483027"
"105490","5706.034685416","64:ff9b::d43:905","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","471","Application Data"
"105491","5706.034712020","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::d43:905","TCP","86","40274  >  443 [ACK] Seq=1523 Ack=6405 Win=63872 Len=0 TSval=817483134 TSecr=252428429"
"105492","5706.046408905","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::d43:905","TCP","86","40272  >  443 [ACK] Seq=676 Ack=6020 Win=64256 Len=0 TSval=817483146 TSecr=247630799"
"105493","5708.152827139","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2409:40f4:100b:c1b6::42","DNS","112","Standard query 0x4e32 A mobile.events.data.microsoft.com"
"105494","5708.229261247","2409:40f4:100b:c1b6::42","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","DNS","235","Standard query response 0x4e32 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdcus09.centralus.cloudapp.azure.com A 13.89.179.9"
"105495","5708.230175022","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2409:40f4:100b:c1b6::42","DNS","125","Standard query 0x04f5 AAAA onedscolprdcus09.centralus.cloudapp.azure.com"
"105496","5708.320503636","2409:40f4:100b:c1b6::42","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","DNS","153","Standard query response 0x04f5 AAAA onedscolprdcus09.centralus.cloudapp.azure.com AAAA 64:ff9b::d59:b309"
"105497","5708.321595289","192.168.239.25","13.89.179.9","TCP","74","60102  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2373140761 TSecr=0 WS=128"
"105498","5708.685842557","13.89.179.9","192.168.239.25","TCP","66","443  >  60102 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1300 WS=256 SACK_PERM=1"
"105499","5708.685892510","192.168.239.25","13.89.179.9","TCP","54","60102  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0"
"105500","5708.686537455","192.168.239.25","13.89.179.9","TLSv1.2","571","Client Hello"
"105501","5709.095531202","13.89.179.9","192.168.239.25","TCP","2614","443  >  60102 [ACK] Seq=1 Ack=518 Win=524032 Len=2560 [TCP segment of a reassembled PDU]"
"105502","5709.095531482","13.89.179.9","192.168.239.25","TLSv1.2","2000","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"105503","5709.095568123","192.168.239.25","13.89.179.9","TCP","54","60102  >  443 [ACK] Seq=518 Ack=2561 Win=61696 Len=0"
"105504","5709.095592327","192.168.239.25","13.89.179.9","TCP","54","60102  >  443 [ACK] Seq=518 Ack=4507 Win=59776 Len=0"
"105505","5709.099230333","192.168.239.25","13.89.179.9","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"105506","5709.254438086","192.168.239.25","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"105507","5709.254519147","fe80::51d3:b2a2:ee86:8fe3","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"105508","5709.254541368","fe80::51d3:b2a2:ee86:8fe3","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"105509","5709.254559271","fe80::51d3:b2a2:ee86:8fe3","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"105510","5709.504788617","13.89.179.9","192.168.239.25","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"105511","5709.506487801","192.168.239.25","13.89.179.9","TLSv1.2","1412","Application Data"
"105512","5709.927262372","13.89.179.9","192.168.239.25","TCP","54","443  >  60102 [ACK] Seq=4558 Ack=2034 Win=524800 Len=0"
"105513","5709.927262718","13.89.179.9","192.168.239.25","TLSv1.2","526","Application Data"
"105514","5709.928412799","192.168.239.25","13.89.179.9","TLSv1.2","85","Encrypted Alert"
"105515","5709.928850981","192.168.239.25","13.89.179.9","TCP","54","60102  >  443 [FIN, ACK] Seq=2065 Ack=5031 Win=64128 Len=0"
"105516","5710.426038257","13.89.179.9","192.168.239.25","TCP","54","443  >  60102 [ACK] Seq=5031 Ack=2066 Win=524544 Len=0"
"105517","5711.066472595","192.168.239.25","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"105518","5711.655152849","fe80::8860:e9ff:fe59:2cd5","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","ICMPv6","86","Neighbor Solicitation for 2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236 from 8a:60:e9:59:2c:d5"
"105519","5711.655192905","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","fe80::8860:e9ff:fe59:2cd5","ICMPv6","78","Neighbor Advertisement 2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236 (sol)"
"105520","5711.762516126","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:9000:2354:2200:15:85fe:56c0:93a1","TCP","86","[TCP Keep-Alive] 59596  >  443 [ACK] Seq=1050 Ack=10951 Win=64256 Len=0 TSval=2333462979 TSecr=1888289150"
"105521","5711.962180359","2600:9000:2354:2200:15:85fe:56c0:93a1","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","[TCP Keep-Alive ACK] 443  >  59596 [ACK] Seq=10951 Ack=1051 Win=68096 Len=0 TSval=1888336209 TSecr=2333234953"
"105522","5712.062122179","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","1287","Protected Payload (KP0), DCID=fb63aa431987a479"
"105523","5712.062187778","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","1118","Protected Payload (KP0), DCID=fb63aa431987a479"
"105524","5712.252054601","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","1287","Protected Payload (KP0), DCID=fb63aa431987a479"
"105525","5712.254044589","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","94","Protected Payload (KP0)"
"105526","5712.254919837","2404:6800:4007:812::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","204","443  >  40634 Len=142"
"105527","5712.255254719","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","88","Protected Payload (KP0)"
"105528","5712.261693096","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","95","Protected Payload (KP0), DCID=fb63aa431987a479"
"105529","5712.264902160","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:812::200a","UDP","95","40634  >  443 Len=33"
"105530","5712.309835455","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","89","Protected Payload (KP0)"
"105531","5712.473653923","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","140","Protected Payload (KP0)"
"105532","5712.473984041","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","101","Protected Payload (KP0), DCID=fb63aa431987a479"
"105533","5712.524935166","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","88","Protected Payload (KP0)"
"105534","5712.784211464","192.168.239.25","239.255.255.250","SSDP","210","M-SEARCH * HTTP/1.1 "
"105535","5713.097922453","192.168.239.25","104.199.240.237","TCP","77","32926  >  4070 [PSH, ACK] Seq=11354 Ack=9992 Win=64128 Len=11 TSval=2088015867 TSecr=882171302"
"105536","5713.293123349","104.199.240.237","192.168.239.25","TCP","77","4070  >  32926 [PSH, ACK] Seq=9992 Ack=11365 Win=65536 Len=11 TSval=882231554 TSecr=2088015867"
"105537","5713.293159102","192.168.239.25","104.199.240.237","TCP","66","32926  >  4070 [ACK] Seq=11365 Ack=10003 Win=64128 Len=0 TSval=2088016063 TSecr=882231554"
"105538","5713.695921013","192.168.239.25","192.168.239.255","UDP","86","57621  >  57621 Len=44"
"105539","5713.785509185","192.168.239.25","239.255.255.250","SSDP","210","M-SEARCH * HTTP/1.1 "
"105540","5713.787459114","8a:60:e9:59:2c:d5","IntelCor_9e:1a:47","ARP","42","Who has 192.168.239.25? Tell 192.168.239.67"
"105541","5713.787476778","IntelCor_9e:1a:47","8a:60:e9:59:2c:d5","ARP","42","192.168.239.25 is at 50:2f:9b:9e:1a:47"
"105542","5714.495751248","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2409:40f4:100b:c1b6::42","DNS","99","Standard query 0x6cc9 A default.exp-tas.com"
